TCGA-38-4631-11A-01D-1756-05	TCGA-50-6591-11A-01D-1756-05	TCGA-50-5931-11A-01D-1756-05	TCGA-44-6145-11A-01D-1756-05	TCGA-50-5936-11A-01D-1626-05	TCGA-44-6148-11A-01D-1756-05	TCGA-50-6594-11A-01D-1756-05	TCGA-44-2668-11A-01D-1551-05	TCGA-44-2665-11A-01D-1551-05	TCGA-73-4676-11A-01D-1756-05	TCGA-50-5933-11A-01D-1756-05	TCGA-44-5643-11A-01D-1626-05	TCGA-44-5645-11A-01D-1626-05	TCGA-44-2656-11A-01D-1551-05	TCGA-73-4658-11A-01D-1756-05	TCGA-50-6592-11A-01D-1756-05	TCGA-44-6778-11A-01D-1856-05	TCGA-44-6144-11A-01D-1756-05	TCGA-50-6593-11A-01D-1756-05	TCGA-44-6146-11A-01D-1756-05	TCGA-44-6147-11A-01D-1756-05	TCGA-44-2662-11A-01D-1551-05	TCGA-44-2659-11A-01D-1551-05	TCGA-50-5939-11A-01D-1626-05	TCGA-05-5420-11A-01D-1626-05	TCGA-38-4632-11A-01D-1756-05	TCGA-50-5935-11A-01D-1756-05	TCGA-49-6745-11A-01D-1856-05	TCGA-50-5932-11A-01D-1756-05	TCGA-50-5930-11A-01D-1756-05	TCGA-44-2655-11A-01D-1551-05	TCGA-49-4488-11A-01D-1756-05
cg17689707	0.019985428915889	0.0277718317229634	0.0265404179681392	0.0167016949480653	0.0232900173069185	0.0201820419996584	0.0298074315131682	0.0397357359487642	0.0361878906370976	0.0242651085961878	0.0220852478786274	0.0231288133895323	0.0169724413316757	0.0236222249186812	0.0305834977919992	0.0615437869811765	0.025077861198641	0.0163594247766415	0.0178887412941963	0.0232611250265522	0.0486299564082419	0.0257909749948828	0.0287053872071738	0.0207237401998261	0.0162785730335512	0.0231164947564027	0.0337998406997936	0.0250859907816612	0.0292061970454095	0.019301844735326	0.0483215897188482	0.0230558975526506
cg04244857	0.540916125719643	0.52429362911711	0.538918918198055	0.510933193681071	0.504525220833504	0.465359398746548	0.570184254900814	0.601613779488158	0.424194128637347	0.581331478522769	0.405390339044773	0.473678091445804	0.485743967287696	0.572724001209892	0.599129894033046	0.550130612180079	0.588896973614002	0.526886166378405	0.595928003104522	0.49108867027099	0.584897621368921	0.546460479118103	0.442648550427835	0.469478316236541	0.482021240831288	0.547625739968587	0.589095647188652	0.439161151558597	0.495540566749307	0.58064953994685	0.553506950733824	0.538281744333181
cg02434381	0.0824233739063836	0.0981065934209763	0.0864976257125219	0.115344645474056	0.0723187804668991	0.0947518809790188	0.0899022238984829	0.0679482977546928	0.0673589149980912	0.090497630815845	0.0596645102267626	0.0832125533820863	0.069058705776426	0.0594151025579004	0.0861657014630582	0.0735573960990142	0.0749168438760449	0.0985273366737259	0.105436183135637	0.0972585346463809	0.0993022010654614	0.0613112731268199	0.0658830092114638	0.0606306417258493	0.075145507249424	0.0893432223147444	0.0977766975592044	0.0830964227273727	0.115021068762255	0.10705320710534	0.0745304680178505	0.0926728746453643
cg05777492	0.0631576658300162	0.0480051716566336	0.0353987026844025	0.0345057877457636	0.0331432498810986	0.0203437948529848	0.0303320018318468	0.0273625491006402	0.0319021550073272	0.0296667249882587	0.0198631883687613	0.0414804752327216	0.0426207593865208	0.0223110100235556	0.0405526592801774	0.0459431046022234	0.036653133306687	0.0373339065087752	0.0404405720797293	0.0311774173243313	0.0342177763597244	0.02717773117837	0.046221500810973	0.0239506203374445	0.0200096718090975	0.0337908709586508	0.0308566395048805	0.0399099923610595	0.0432008746386099	0.0304965361944154	0.0237932790052348	0.0406792928239706
cg25970726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23340034	0.657037163467067	0.592775779124602	0.684404299594552	0.586520712561843	0.512539456174694	0.472430829701409	0.623112460733757	0.624671865805607	0.481585806545682	0.612512232967209	0.390779244413733	0.532037365294621	0.556116472544712	0.633496140644001	0.716973321548697	0.544468578772148	0.600207364441079	0.545439109569652	0.639802566313165	0.554405109876894	0.613346083035955	0.596230352963	0.51265190525515	0.604500358668276	0.555437554671547	0.595591174019039	0.65340997128918	0.523541776803459	0.584659305301504	0.655819134730061	0.582124745937783	0.610681572427871
cg25428494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10129547	0.0219037393774561	0.0275207809485935	0.0207678376907533	0.0261155526577853	0.0184132721087052	0.0213007684991365	0.0193597690061435	0.027930580264694	0.0300443466812985	0.0250549418485651	0.0324477625511659	0.0219648914893173	0.018460451354338	0.021240290619492	0.0293648605050299	0.0265295859441272	0.0213435629265651	0.0235025989269127	0.0226706465136672	0.0213304029977657	0.0271507595599203	0.0277998268980953	0.024182284641427	0.0179652537647468	0.0216247586346443	0.0257976007110061	0.0206299193352748	0.0234072067392943	0.0276583281427219	0.0243711879617978	0.0216545671672493	0.0252577340571513
cg01686522	0.961797749317586	0.942409976998691	0.942897131784077	0.930318424159812	0.936182777501323	0.952506009804183	0.969917170498593	0.944795539075881	0.942567882133204	0.952423168386432	0.91359501214066	0.918657505548914	0.949499833115925	0.973040815871128	0.957192960452178	0.928539947277547	0.968093545881162	0.928955769340611	0.970195495940168	0.925910527657504	0.92033015154857	0.91677790997973	0.946132799835819	0.948113620268924	0.968614780467016	0.961320355138825	0.971594164930606	0.953361459780571	0.933055203695246	0.933573072050441	0.959073179406382	0.936862074623865
cg10855395	0.296528399741786	0.295367960315242	0.189264900133158	0.212188947570195	0.153541461968603	0.276458197821709	0.230249410701994	0.209704230189824	0.139766434417544	0.278453142491332	0.298688692821207	0.173612907394934	0.241104045282455	0.17485737486541	0.331414186286919	0.353632859869801	0.345757519683306	0.249312993776508	0.461703189617214	0.280401814364813	0.167828479182689	0.17896495238947	0.124279982223121	0.120576532499724	0.204729718207572	0.295656205855674	0.262773337785822	0.30772713801644	0.17826693374324	0.341969663319393	0.14587308832018	0.351477775336697
cg26361540	0.116157074172013	0.0366096992594569	0.0346623067193959	0.0328900726034192	0.019991709928442	0.0233484912261707	0.0254520464250369	0.0340833191614464	0.0337264443002326	0.0320759325394906	0.0294553969468527	0.0197123503792559	0.0186678239866954	0.0245826173155853	0.0329259545388428	0.0196147889603996	0.0340775155593704	0.0307486859696716	0.0260594942957798	0.023351298152012	0.0263606972463583	0.0321502464443084	0.0253763152573869	0.0237921799706847	0.019862581229695	0.0326782683553561	0.03381591569147	0.0334939135866158	0.0360699936069998	0.0324280508461515	0.0369034552798096	0.0294445244677296
cg18425908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26361545	0.925866280963998	0.933495703685656	0.930891767902128	0.931312554974734	0.943723955828755	0.931358675794859	0.929532721347546	0.938804579693639	0.948339276258694	0.923628041203527	0.873645904541009	0.913980775181187	0.935127682263023	0.950358391242853	0.938805884554989	0.93190809654505	0.955242423801251	0.933588568757644	0.931669611718874	0.915552954795827	0.904789161670667	0.94813494834039	0.959761461789942	0.923283450453881	0.943115340154155	0.933579140688961	0.926120917034899	0.918489738165811	0.936952625142218	0.938184852991186	0.936825366819259	0.916298380869362
cg10609310	0.267303125459894	0.373849232221143	0.359486009663779	0.405376444148509	0.296803435642901	0.31894723910911	0.306467106642894	0.253191213533979	0.267032963429457	0.418703760496658	0.382395016714518	0.355928772291856	0.341142626082513	0.312173128311134	0.463358782548044	0.324141592759444	0.373194284714206	0.460285577050857	0.529286554713341	0.424438229710804	0.361935921795078	0.348200937025791	0.272271869338724	0.285705749752491	0.401557163365566	0.391748938169981	0.396708663108176	0.359235320403797	0.384113394750609	0.395026455414853	0.273193909967673	0.408443914478651
cg06363887	0.0286070562963838	0.0325518457943012	0.0230920535516999	0.0254909202717886	0.0166114207180439	0.022966827679569	0.0296208060265511	0.0249799393236775	0.0306252642750655	0.0331809875421819	0.0210865017561005	0.0225368602309551	0.0229018494805912	0.0279197165520025	0.0203532780885458	0.0244661584634694	0.0424773041725418	0.0253250019622785	0.0239435896531771	0.0156611112595003	0.022255401629613	0.0306598734605167	0.0216300779264531	0.0195947183662755	0.0220955691843546	0.0215150843567598	0.0235163728453388	0.0250829802510903	0.0229154363991241	0.025105106814334	0.0242479227012819	0.0234153947926758
cg04804717	0.35473777727706	0.291711086534512	0.303574834050213	0.350916156143789	0.346553475855333	0.312394060052927	0.440453513702688	0.417364468559386	0.253429134192386	0.404307626694214	0.262239091994768	0.29288280786227	0.288316710860192	0.358828266222503	0.523316178830758	0.403233999287109	0.445228578539391	0.352478826404543	0.466865097747329	0.246304364117767	0.384809798368538	0.400135977494638	0.30849307765681	0.245106718227867	0.334502791733866	0.448152786063959	0.383681261272494	0.315315064053201	0.344020757836626	0.369021578901213	0.336989723226238	0.428136873689128
cg04079251	0.894492065275141	0.897520321072942	0.867391799307379	0.8975653997735	0.878511428073179	0.88524025898532	0.908387622370876	0.921815097353981	0.945142888160015	0.859274253904097	0.797457275635184	0.89955115782116	0.927274959616488	0.916280963075219	0.889834847738398	0.883827034775305	0.902146466931263	0.933478776575218	0.913687120143022	0.920614095279416	0.902859052415389	0.942687346147578	0.918917602228254	0.894866280158138	0.88291119451603	0.877694662358659	0.889205456888792	0.874694819602729	0.888904944221386	0.921479328765629	0.921667011495036	0.870281156814516
cg09868359	0.989863460715818	0.988842331984514	0.991096221731838	0.98842339956134	0.99014362968561	0.977727757551882	0.990227436305742	0.993128469439381	0.992484746371692	0.987271932362543	0.989883419761167	0.985088841429719	0.989280394312132	0.992491294875199	0.989733152797737	0.973500713882831	0.990392819876894	0.989395992844779	0.990881959441879	0.990335896795145	0.990165473419749	0.993275690235835	0.991034744179644	0.992170487840103	0.988993893612769	0.99047142239571	0.990150190083843	0.988467330000398	0.985232539659389	0.989718878297274	0.993414274303341	0.987152211564327
cg08550242	0.282471290827847	0.32092804219185	0.305447253312517	0.309483840086809	0.26835158730821	0.187399041916412	0.384413429749961	0.25473515199875	0.236673804705939	0.279133573197392	0.251744742904618	0.22268918495074	0.288794689398088	0.260619829686643	0.373238897445689	0.258546586922989	0.275983232927741	0.297831318328337	0.315592564601869	0.315640947923779	0.282357820963343	0.195596800459554	0.22084346890348	0.267457356080942	0.237206629136198	0.24753336151394	0.439809767169055	0.28620788356577	0.310734589135661	0.296751944136315	0.320406413956079	0.315403917824512
cg19698294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg04273417	0.92234756212185	0.915298860971002	0.947200165227597	0.920339400966939	0.908127686634796	0.91883158849609	0.941749105841214	0.957602518598398	0.936183704322778	0.910842369337005	0.931017263497712	0.925693288880767	0.932121625286409	0.953996228382457	0.938705988856602	0.954120764129237	0.962913628186597	0.929209030934839	0.908002012981188	0.918966783242804	0.916555701779385	0.943765157429803	0.953709776097439	0.911284184061725	0.948529778477557	0.914948818183638	0.885454343406503	0.90790062675562	0.918491837679366	0.929329396234573	0.951769178725661	0.924808612774605
cg05491695	0.0703937830941431	0.0563577091637992	0.0705625337482907	0.045197881446883	0.0300484791068048	0.0680544117456529	0.0434810755634679	0.0741599458685015	0.0885398023810914	0.0616694609887802	0.0468731295507661	0.0372748065518878	0.0472234068864111	0.0595158797363851	0.0695813890406105	0.0705572574445184	0.0452156250278832	0.0584068503750249	0.0412509610182207	0.0392059593846946	0.0454976818632817	0.0908567822140171	0.0755356079060002	0.0358349826892374	0.0535570390934834	0.0651482432791952	0.0482287393347626	0.0502745992572146	0.064445118605397	0.0549627568599604	0.0620768038656129	0.0842372477094795
cg25515502	0.0630353080910491	0.0924939494686354	0.0768036196335794	0.0696115542973768	0.0769977324416808	0.0603103310481178	0.0729340565470849	0.0922765605128274	0.070075493312633	0.0689908424299724	0.075834282228367	0.0624183358011829	0.0616601528440294	0.0415879678083	0.0704378222281331	0.0604315881198681	0.0689324228659806	0.091148849379413	0.0839104706897305	0.0869130529918582	0.0633732633629669	0.0763387665069994	0.0489769219783904	0.0873030501589802	0.0591311267571568	0.103842783575492	0.0767640634405515	0.0700275537933447	0.0689507928299483	0.0799063010841538	0.0471199298755721	0.0731963259531115
cg13012653	0.867943616381347	0.844528888024162	0.852548797213465	0.814987510303673	0.781926155707764	0.89047807700225	0.906158741121298	0.91314970565626	0.896935088626106	0.797236903976074	0.823691273726366	0.762354498444373	0.904842041568267	0.864672473681103	0.856952940470722	0.857991906940956	0.852740571198696	0.808831338047119	0.854273778507784	0.831110287799221	0.832780250237272	0.878649472684625	0.87447296244565	0.825949836625827	0.849765337031389	0.879100774743691	0.848375241112254	0.83655007768734	0.857306634336326	0.781877291694125	0.84847645677366	0.890031755834453
cg26728334	0.79326563879841	0.774160452791336	0.833238701868459	0.732725727254533	0.788022662955169	0.803386817019469	0.84268189883172	0.746592581882478	0.791504277936645	0.792738022155151	0.785520864985573	0.835946021480974	0.720010399527042	0.800367850677953	0.823683885994327	0.799212121862706	0.765427110619741	0.730688181833452	0.827504362948461	0.731529226468484	0.797196949215169	0.739527244003566	0.692908600606696	0.800418027313209	0.839447274421088	0.766939939532127	0.83423863214977	0.791614492574285	0.73027049326269	0.789948683356107	0.792617292979011	0.795625208036536
cg24533804	0.684860480705234	0.736558329886515	0.692204537806154	0.831190211146282	0.737595394634706	0.713916163238536	0.704953736581578	0.809866424647338	0.836622682612899	0.85089583046676	0.845398527145635	0.708771191172325	0.78322934614191	0.793591646175407	0.741031376061743	0.735363671861653	0.719591502677081	0.788287991697287	0.769069822090992	0.776760951693709	0.769465805797001	0.755083376847703	0.818410787384761	0.708663049588956	0.750415789754923	0.819533795187973	0.727006228176469	0.771725963050908	0.75221230832187	0.79248879237669	0.759020482254277	0.65569155472425
cg13413387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg04750166	0.0154675015041366	0.0175773240609992	0.0130842676740862	0.0126341500205309	0.0171587324980223	0.0189360818825353	0.0149521184829255	0.0121832215979509	0.0138432755552691	0.0175860759701666	0.01399030467557	0.0156809416641402	0.0165644773184219	0.0117124297746885	0.015716163665956	0.0200965391286601	0.0185462887580488	0.022911603060292	0.0160651531724606	0.0139246815525727	0.0153924533932312	0.0134404133486791	0.0150552801062893	0.0136553697971664	0.0121592157983953	0.0153425510078308	0.0135651952710177	0.021557034102633	0.0155802435379588	0.0161450808428239	0.0163328102779724	0.0165260072956135
cg13413384	0.585918095601674	0.56442530614389	0.646784245751331	0.568783487832838	0.540457061438277	0.481499511136294	0.609191161875513	0.488454550726747	0.50256490714037	0.559374369410339	0.414180410181862	0.505880685124611	0.552090570146975	0.537701781116943	0.619550169710154	0.537786375648784	0.600230210056843	0.553073453639801	0.731349634285496	0.562849057195274	0.545247865823846	0.535538238079501	0.510460686678057	0.569869897826224	0.557847167163456	0.504085705263663	0.638625334527298	0.51857818519216	0.552275855975667	0.511023863147605	0.575735018057073	0.656772799326704
cg19599226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01156077	0.317756858994224	0.311210912131422	0.31788924780354	0.318568877932357	0.27650169134384	0.266318020731607	0.290188175586622	0.253825721336079	0.326526895204012	0.298696245883629	0.285965457097614	0.253218154710464	0.29322618838009	0.296398086147634	0.266385802913981	0.302364609875214	0.343651458551081	0.355828962632283	0.324339919021702	0.341137972049489	0.273495439995467	0.28513513537479	0.323401415844408	0.308520500900888	0.314911232496782	0.280152393902659	0.333022885574877	0.327818145716396	0.283300266105712	0.317261056073291	0.289682836331797	0.297575130020292
cg13479358	0.0643205581400844	0.12325478058729	0.109775951194141	0.11988405201158	0.116777963131369	0.0762249211134075	0.0785638467798592	0.176782259091701	0.212511838997399	0.1210024852001	0.189341180251931	0.14000371084802	0.149778355476344	0.138143030349677	0.153708917519336	0.10921704493131	0.145282121501013	0.109977982431266	0.0966326603362632	0.0918981364052785	0.0801578885900952	0.131777659721146	0.174599001080945	0.147646902437085	0.155492117035152	0.104557152161069	0.0706128033386642	0.114134295881893	0.148995792918062	0.0699025701868677	0.148969319563114	0.176210231312039
cg05037210	0.0757312758585467	0.0520534388502124	0.0409999182361071	0.0828979258163169	0.0838830337690878	0.0395456801544917	0.113083801808409	0.100013048545917	0.031119516402511	0.0941276910578978	0.221028302770541	0.0477221440971415	0.0516904572563089	0.0285295101224696	0.166566006275866	0.0641813566350864	0.0972906137827294	0.0904483119835159	0.0796991572164109	0.0918192152052891	0.0760982791386095	0.0372025597024151	0.0305265414436803	0.0358316884322325	0.0628293468960685	0.146199637572281	0.0618494606023635	0.0902064636242876	0.148165658885	0.0827010367709259	0.0401221080893777	0.135909514841205
cg18757087	0.365726256320491	0.349172001792366	0.355230014816393	0.384878023867943	0.375444882550571	0.386719474415252	0.353378802229783	0.476381975524333	0.393013932186507	0.400543761319474	0.407257121718603	0.318029575006502	0.340452220643618	0.397742467658999	0.413878764031855	0.364461041879512	0.431720765956482	0.45019427572305	0.475870616526169	0.380772895991754	0.333130417704221	0.426211254588395	0.392805549536025	0.343152978339937	0.359293470445694	0.437338510645853	0.421033236791727	0.376692493864116	0.367494571886118	0.460980945090145	0.305023571474758	0.509041699826746
cg20633595	0.050745525696712	0.0404375963490363	0.041638599730737	0.0561241278109771	0.0249343857911638	0.049794126844998	0.0442100240986521	0.0379875675380852	0.0349151791048438	0.0518810652596882	0.041299804812463	0.0318845018175744	0.0317721323249797	0.0256598222866111	0.0454091993605206	0.043550177087541	0.0492660073379486	0.0459257829466228	0.0410540775535694	0.0502086410839922	0.048225000519438	0.0239636423446902	0.0313615879193157	0.0396251152529792	0.0325680376834661	0.0406007884405748	0.0531387658717126	0.0416067361554148	0.0422451856736789	0.0488286402979843	0.0199270864545677	0.0693639140773848
cg22970357	0.261076983154338	0.231203773567733	0.314160915576829	0.300658140030583	0.239865775787671	0.234169925275207	0.296539755566899	0.227875546046501	0.255890252940524	0.253564493507827	0.222163046948949	0.222124850733156	0.228172894786118	0.213495362613258	0.291875208258796	0.2164739760405	0.251517144343092	0.286809558696509	0.292847053669201	0.280362785402086	0.22994388098818	0.239838500241882	0.290465278825136	0.246796695698711	0.227464870049539	0.234832101505201	0.280699038440596	0.304589193522896	0.273684065074323	0.256255321632674	0.245458562498351	0.372264920672422
cg18002126	0.516021373701397	0.420782344563945	0.353856719154551	0.556742809012921	0.5786235650538	0.623589824526891	0.473969883155364	0.763891861793468	0.719914602874669	0.647871061925075	0.680594024786373	0.552163373840026	0.48832211443459	0.538801916777516	0.610897791302779	0.791953468116315	0.640203301259546	0.675795165660865	0.747983909277853	0.595204884225658	0.535705034240538	0.601185892629971	0.687336965931846	0.524070132461355	0.586570669499923	0.603408888743715	0.449526740596836	0.586426220328244	0.543650558973875	0.639739129281537	0.627766773568557	0.593009310687033
cg04129132	0.92416644740699	0.916364481955723	0.921319977708996	0.909688008606851	0.906817329416101	0.930544444258098	0.926600623235921	0.923474672799619	0.954103736613388	0.908584211756256	0.907409506314519	0.922944501342682	0.931681311964203	0.9407918931921	0.921690046607066	0.918136088906978	0.915114992625478	0.901273340168644	0.936440950577905	0.919593243240492	0.933509215083036	0.941805990290908	0.923773867805635	0.946934488908153	0.915784293096875	0.909506939460787	0.917297492319197	0.901188879482676	0.906527773743866	0.923095846172054	0.933463385957159	0.911126174234422
cg23437166	0.0473758391428069	0.0317189655919008	0.0485872322574153	0.036732184147024	0.0414860261464304	0.0465550571869447	0.0254605466702942	0.0395165716878358	0.046656568252183	0.0321811101523483	0.0342281854402663	0.0281258598834495	0.0224449919788271	0.0256288752182916	0.0414277418837604	0.0274592134156016	0.0530242600901374	0.048407937669599	0.0570646273712204	0.0367944022419062	0.0232059584579053	0.0284530270066433	0.0248928845800145	0.0270616686715207	0.031889116035645	0.0317274929141093	0.0331797033460722	0.0346883778701075	0.0449959317576049	0.0351951333588089	0.0307429778888351	0.0293222310764759
cg19753138	0.0358590080668646	0.0504759074790711	0.0485012150777078	0.0638331020169795	0.0383498372875095	0.0330626851702921	0.0470705238199599	0.0379282969293591	0.0198753761008232	0.0574101386609595	0.142029601981109	0.0541371126830491	0.0271935708388689	0.0424113564335335	0.1166793142523	0.0798810932492574	0.070686105545215	0.0428639360831928	0.114913501902309	0.088581479725923	0.0503875207982184	0.254919116344468	0.0434912057774036	0.0250042808845289	0.0607538423264494	0.0987562590205053	0.122323630125967	0.0677938642058695	0.0343608270142984	0.0598265158161957	0.0263092551523499	0.0985511184822742
